GKSL,WKL,GKSL_encoded,WKL_encoded
저기 일 하다 싫다,그 노동은 하기 싫어,"[2, 3990, 5561, 3803, 4932, 517, 6744, 5782, 3]","[2, 1185, 1477, 7086, 4927, 3059, 3]"
저기 일 하다 싫다,그 근무는 하기 싫어,"[2, 3990, 5561, 3803, 4932, 517, 6744, 5782, 3]","[2, 1185, 1225, 5760, 4927, 3059, 3]"
학생 동생 돌보다 모습 어른 같다,그 학생은 조숙해서 동생을 돌보는 품이 어르신같다,"[2, 4952, 1750, 1732, 6371, 2056, 3220, 6115, 831, 3]","[2, 1185, 4952, 7086, 4162, 6642, 7850, 1750, 7088, 1732, 6369, 4891, 7096, 3220, 6113, 6733, 5354, 5782, 3]"
학생 동생 돌보다 모습 어른 같다,그 학생은 조숙해서 동생을 돌보는 품이 성인같다,"[2, 4952, 1750, 1732, 6371, 2056, 3220, 6115, 831, 3]","[2, 1185, 4952, 7086, 4162, 6642, 7850, 1750, 7088, 1732, 6369, 4891, 7096, 2781, 7119, 5354, 5782, 3]"
여자 나 친하다 친구,그녀는 나와 아주 친한 동무야,"[2, 3318, 1370, 4626, 7798, 4627, 3]","[2, 1190, 5760, 1394, 3128, 4626, 7828, 1741, 6228, 6844, 3]"
여자 나 친하다 친구,그녀는 나와 아주 친한 벗야,"[2, 3318, 1370, 4626, 7798, 4627, 3]","[2, 1190, 5760, 1394, 3128, 4626, 7828, 2331, 6844, 3]"
여자 남편 없다 혼자 자녀 3 키우다,그녀는 남편없이 스스로 세 자녀를 키워냈다,"[2, 3318, 1425, 3273, 5102, 3891, 589, 4695, 5782, 3]","[2, 1190, 5760, 1425, 6883, 2934, 2801, 3891, 6116, 4696, 5687, 3]"
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 어린애의 얼굴을 보고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3233, 6834, 7095, 3251, 7088, 2358, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 어린아이의 얼굴을 보고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3233, 6804, 7095, 3251, 7088, 2358, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 아동의 얼굴을 보고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3106, 7095, 3251, 7088, 2358, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 애의 얼굴을 보고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3194, 7095, 3251, 7088, 2358, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
여자 아기 자다 얼굴 보다 행복 미소,그녀는 잠든 어린이의 얼굴을 보고 행복한 미소를 지었다,"[2, 3318, 3093, 5561, 3886, 5782, 3251, 2368, 5025, 2163, 3]","[2, 1190, 5760, 3945, 5928, 3234, 7095, 3251, 7088, 2358, 5025, 7828, 2163, 6116, 4297, 6888, 3]"
남자 생각 마지막 대답,그는 오랜 사고끝에 대답했다,"[2, 1423, 2705, 1919, 1642, 3]","[2, 1191, 3423, 2576, 5648, 6896, 1642, 7869, 3]"
남자 생각 궁금 물어보다,그의 의식은 어떤지 물어보았다,"[2, 1423, 2705, 1169, 2143, 6371, 3]","[2, 1214, 3631, 7086, 3224, 7318, 2143, 6364, 6828, 3]"
남자 생각 궁금 물어보다,그의 신경은 어떤지 물어보았다,"[2, 1423, 2705, 1169, 2143, 6371, 3]","[2, 1214, 3011, 7086, 3224, 7318, 2143, 6364, 6828, 3]"
남자 생각 궁금 물어보다,그의 견해는 어떤지 물어보았다,"[2, 1423, 2705, 1169, 2143, 6371, 3]","[2, 1214, 936, 7848, 5760, 3224, 7318, 2143, 6364, 6828, 3]"
남자 생각 궁금 물어보다,그의 의견은 어떤지 물어보았다,"[2, 1423, 2705, 1169, 2143, 6371, 3]","[2, 1214, 3618, 7086, 3224, 7318, 2143, 6364, 6828, 3]"
남자 생각 궁금 물어보다,그의 의사는 어떤지 물어보았다,"[2, 1423, 2705, 1169, 2143, 6371, 3]","[2, 1214, 3629, 5760, 3224, 7318, 2143, 6364, 6828, 3]"
버스 곳 가깝다 ?,인근에 버스 정류장이 있나요?,"[2, 2305, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 3762, 6896, 2305, 4092, 6107, 7188, 3854, 5655, 6999, 258, 3]"
버스 곳 가깝다 ?,근방에 버스 정류장이 있나요?,"[2, 2305, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 1221, 6305, 6896, 2305, 4092, 6107, 7188, 3854, 5655, 6999, 258, 3]"
버스 곳 가깝다 ?,부근에 버스 정류장이 있나요?,"[2, 2305, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 2423, 5546, 6896, 2305, 4092, 6107, 7188, 3854, 5655, 6999, 258, 3]"
버스 곳 가깝다 ?,근처에 버스 정류소이 있나요?,"[2, 2305, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 1229, 6896, 2305, 4092, 6107, 6607, 7096, 3854, 5655, 6999, 258, 3]"
버스 곳 가깝다 ?,근처에 버스 승차장이 있나요?,"[2, 2305, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 1229, 6896, 2305, 2949, 7389, 7188, 3854, 5655, 6999, 258, 3]"
버스 곳 가깝다 ?,근처에 버스 정거장이 있나요?,"[2, 2305, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 1229, 6896, 2305, 4092, 5377, 7188, 3854, 5655, 6999, 258, 3]"
버스 곳 가깝다,인근에 버스 정류장이 있습니다.,"[2, 2305, 1021, 517, 5330, 5599, 5782, 3]","[2, 3762, 6896, 2305, 4092, 6107, 7188, 3867, 54, 3]"
버스 곳 가깝다,근방에 버스 정류장이 있습니다.,"[2, 2305, 1021, 517, 5330, 5599, 5782, 3]","[2, 1221, 6305, 6896, 2305, 4092, 6107, 7188, 3867, 54, 3]"
버스 곳 가깝다,부근에 버스 정류장이 있습니다.,"[2, 2305, 1021, 517, 5330, 5599, 5782, 3]","[2, 2423, 5546, 6896, 2305, 4092, 6107, 7188, 3867, 54, 3]"
버스 곳 가깝다,근처에 버스 정류소이 있습니다.,"[2, 2305, 1021, 517, 5330, 5599, 5782, 3]","[2, 1229, 6896, 2305, 4092, 6107, 6607, 7096, 3867, 54, 3]"
버스 곳 가깝다,근처에 버스 승차장이 있습니다.,"[2, 2305, 1021, 517, 5330, 5599, 5782, 3]","[2, 1229, 6896, 2305, 2949, 7389, 7188, 3867, 54, 3]"
버스 곳 가깝다,근처에 버스 정거장이 있습니다.,"[2, 2305, 1021, 517, 5330, 5599, 5782, 3]","[2, 1229, 6896, 2305, 4092, 5377, 7188, 3867, 54, 3]"
약 가깝다 ?,인근에 약국이 있나요?,"[2, 3211, 517, 5330, 5599, 5782, 633, 3]","[2, 3762, 6896, 3211, 5503, 7096, 3854, 5655, 6999, 258, 3]"
약 가깝다 ?,근방에 약국이 있나요?,"[2, 3211, 517, 5330, 5599, 5782, 633, 3]","[2, 1221, 6305, 6896, 3211, 5503, 7096, 3854, 5655, 6999, 258, 3]"
약 가깝다 ?,부근에 약국이 있나요?,"[2, 3211, 517, 5330, 5599, 5782, 633, 3]","[2, 2423, 5546, 6896, 3211, 5503, 7096, 3854, 5655, 6999, 258, 3]"
약 가깝다,인근에 약국이 있습니다.,"[2, 3211, 517, 5330, 5599, 5782, 3]","[2, 3762, 6896, 3211, 5503, 7096, 3867, 54, 3]"
약 가깝다,근방에 약국이 있습니다.,"[2, 3211, 517, 5330, 5599, 5782, 3]","[2, 1221, 6305, 6896, 3211, 5503, 7096, 3867, 54, 3]"
약 가깝다,부근에 약국이 있습니다.,"[2, 3211, 517, 5330, 5599, 5782, 3]","[2, 2423, 5546, 6896, 3211, 5503, 7096, 3867, 54, 3]"
주변 건물 붕괴,인근에 있는 건물이 붕괴되고 있어요.,"[2, 4229, 884, 2502, 3]","[2, 3762, 6896, 3860, 884, 7096, 2502, 5887, 3868, 6999, 54, 3]"
주변 건물 붕괴,근방에 있는 건물이 붕괴되고 있어요.,"[2, 4229, 884, 2502, 3]","[2, 1221, 6305, 6896, 3860, 884, 7096, 2502, 5887, 3868, 6999, 54, 3]"
주변 건물 붕괴,부근에 있는 건물이 붕괴되고 있어요.,"[2, 4229, 884, 2502, 3]","[2, 2423, 5546, 6896, 3860, 884, 7096, 2502, 5887, 3868, 6999, 54, 3]"
택시 곳 가깝다 ?,인근에 택시 승강장이 있나요?,"[2, 4727, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 3762, 6896, 4727, 2949, 5350, 7188, 3854, 5655, 6999, 258, 3]"
택시 곳 가깝다 ?,근방에 택시 승강장이 있나요?,"[2, 4727, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 1221, 6305, 6896, 4727, 2949, 5350, 7188, 3854, 5655, 6999, 258, 3]"
택시 곳 가깝다 ?,부근에 택시 승강장이 있나요?,"[2, 4727, 1021, 517, 5330, 5599, 5782, 633, 3]","[2, 2423, 5546, 6896, 4727, 2949, 5350, 7188, 3854, 5655, 6999, 258, 3]"
택시 곳 가깝다,인근에 택시 승강장이 있습니다.,"[2, 4727, 1021, 517, 5330, 5599, 5782, 3]","[2, 3762, 6896, 4727, 2949, 5350, 7188, 3867, 54, 3]"
택시 곳 가깝다,근방에 택시 승강장이 있습니다.,"[2, 4727, 1021, 517, 5330, 5599, 5782, 3]","[2, 1221, 6305, 6896, 4727, 2949, 5350, 7188, 3867, 54, 3]"
택시 곳 가깝다,부근에 택시 승강장이 있습니다.,"[2, 4727, 1021, 517, 5330, 5599, 5782, 3]","[2, 2423, 5546, 6896, 4727, 2949, 5350, 7188, 3867, 54, 3]"
주변 폭탄,인근에서 폭탄이 터졌어요.,"[2, 4229, 4871, 7590, 3]","[2, 3762, 6903, 4871, 7590, 7096, 4728, 7248, 6857, 54, 3]"
주변 폭탄,근방에서 폭탄이 터졌어요.,"[2, 4229, 4871, 7590, 3]","[2, 1221, 6305, 6903, 4871, 7590, 7096, 4728, 7248, 6857, 54, 3]"
주변 폭탄,부근에서 폭탄이 터졌어요.,"[2, 4229, 4871, 7590, 3]","[2, 2423, 5546, 6903, 4871, 7590, 7096, 4728, 7248, 6857, 54, 3]"
물 강 빠르다 서다 넘어지다,급류에 동무가 휩쓸렸어요.,"[2, 2135, 807, 2554, 6113, 5782, 2718, 5782, 1465, 7318, 5782, 3]","[2, 1250, 6107, 6896, 1741, 6228, 5330, 5190, 6072, 6857, 54, 3]"
가방 비행기 안 가지다 무게 한계 몇 ?,기내 수하물의 무게 제한는 몇 Kg인가요?,"[2, 752, 2545, 3135, 767, 5782, 2096, 4957, 2043, 633, 3]","[2, 1258, 5678, 2872, 7782, 6241, 7095, 2096, 4160, 5760, 2043, 659, 399, 7119, 5330, 6999, 258, 3]"
가방 비행기 안 가지다 무게 최고 가능 몇 ?,기내 수하물의 무게 제한는 몇 Kg인가요?,"[2, 752, 2545, 3135, 767, 5782, 2096, 4522, 737, 2043, 633, 3]","[2, 1258, 5678, 2872, 7782, 6241, 7095, 2096, 4160, 5760, 2043, 659, 399, 7119, 5330, 6999, 258, 3]"
끝 먹다 가다,종료되고 밥 먹으러 가자,"[2, 1363, 2010, 5782, 517, 5330, 5782, 3]","[2, 4200, 5887, 2266, 2010, 7074, 6037, 517, 5330, 7147, 3]"
끝 먹다 가다,종결되고 밥 먹으러 가자,"[2, 1363, 2010, 5782, 517, 5330, 5782, 3]","[2, 4197, 5415, 5887, 2266, 2010, 7074, 6037, 517, 5330, 7147, 3]"
끝 무엇 하다,종료되면 뭐하지,"[2, 1363, 2095, 6884, 4932, 3]","[2, 4200, 5892, 2145, 7819, 3]"
끝 무엇 하다,종결나면 뭐하지,"[2, 1363, 2095, 6884, 4932, 3]","[2, 4197, 5415, 5655, 6198, 2145, 7819, 3]"
끝,종결났습니다.,"[2, 1363, 3]","[2, 4197, 5415, 5671, 6701, 54, 3]"
나 짐 많다 돕다본인 가능,나 보따리가 많은데 도와줄 수 있어,"[2, 1370, 4383, 1951, 517, 5870, 5782, 6383, 7119, 737, 3]","[2, 1370, 2355, 5959, 6122, 5330, 1955, 5850, 1716, 7292, 2872, 3868, 3]"
나 너 다르다,나는 자네와 다르다,"[2, 1370, 1457, 1566, 3]","[2, 1375, 3886, 5702, 6983, 1566, 3]"
나 너 싫다,나는 너가 싫어,"[2, 1370, 1457, 517, 6744, 5782, 3]","[2, 1375, 1457, 5330, 3059, 3]"
나 너 싫다,나는 자네가 싫어,"[2, 1370, 1457, 517, 6744, 5782, 3]","[2, 1375, 3886, 5702, 5330, 3059, 3]"
나 오랜만 오빠 만나다 기쁘다,나는 오래간만에 오빠를 만나서 기뻤다,"[2, 1370, 3423, 6150, 3429, 1933, 5782, 1258, 6488, 5782, 3]","[2, 1375, 3422, 5337, 6150, 6896, 3429, 6116, 1933, 6553, 1258, 6475, 5782, 3]"
나 할머니 돌아가다 슬프다,나는 할머니의 사망이 한없이 슬펐다,"[2, 1370, 4979, 1735, 5782, 2948, 7753, 5782, 3]","[2, 1375, 4979, 7095, 2595, 7096, 4955, 6883, 2948, 0, 5782, 3]"
나무 이용 만들다 집 벌레 많다,나무로 만든 주택은 벌레가 많다,"[2, 517, 5660, 3726, 1940, 5782, 4384, 2309, 6050, 1951, 3]","[2, 517, 5660, 6079, 1939, 4243, 7086, 2309, 6050, 5330, 1951, 3]"
나무 이용 만들다 집 벌레 많다,나무로 만든 가옥은 벌레가 많다,"[2, 517, 5660, 3726, 1940, 5782, 4384, 2309, 6050, 1951, 3]","[2, 517, 5660, 6079, 1939, 517, 5330, 6970, 7086, 2309, 6050, 5330, 1951, 3]"
나 -보다 일 잘하다 질투,나보다 작업 잘하시니깐 질투가 난다,"[2, 1370, 524, 6371, 3803, 3942, 7798, 4379, 7641, 3]","[2, 1370, 6371, 3936, 3942, 7782, 6705, 5770, 5595, 4379, 7641, 5330, 1406, 5782, 3]"
나 너 포기 불가능,난 자네를 포기할 수 없어,"[2, 1370, 1457, 4857, 2486, 3]","[2, 1406, 3886, 5702, 6116, 4857, 7836, 2872, 3278, 3]"
나 너 너무 좋다,난 너가 너무 좋아,"[2, 1370, 1457, 1458, 4206, 3]","[2, 1406, 1457, 5330, 1458, 4207, 3]"
나 너 너무 좋다,난 자네가 너무 좋아,"[2, 1370, 1457, 1458, 4206, 3]","[2, 1406, 3886, 5702, 5330, 1458, 4207, 3]"
다르다 사람 믿다 속다,남의 언어을 믿다가 뒤통수를 맞았다,"[2, 1566, 2584, 517, 6266, 5782, 2856, 5782, 3]","[2, 1409, 7095, 3241, 6855, 7088, 517, 6266, 5782, 5330, 1783, 7636, 6633, 1975, 3]"
다르다 사람 믿다 속다,남의 서술을 믿다가 뒤통수를 맞았다,"[2, 1566, 2584, 517, 6266, 5782, 2856, 5782, 3]","[2, 1409, 7095, 2718, 6645, 7088, 517, 6266, 5782, 5330, 1783, 7636, 6633, 1975, 3]"
남자 여자 운전 방법 가르치다 주다,사나이는 여자에게 운전을 가르쳤다,"[2, 1423, 3318, 3520, 2270, 749, 7483, 5782, 4213, 5782, 3]","[2, 2581, 5760, 3318, 6897, 3520, 7088, 749, 7445, 3]"
남자 여자 운전 방법 가르치다 주다,남성는 여자에게 운전을 가르쳤다,"[2, 1423, 3318, 3520, 2270, 749, 7483, 5782, 4213, 5782, 3]","[2, 1419, 5760, 3318, 6897, 3520, 7088, 749, 7445, 3]"
남자 여자 운전 방법 가르치다 주다,남자는 부녀자에게 운전을 가르쳤다,"[2, 1423, 3318, 3520, 2270, 749, 7483, 5782, 4213, 5782, 3]","[2, 1423, 5760, 2423, 5710, 7164, 3520, 7088, 749, 7445, 3]"
남자 여자 운전 방법 가르치다 주다,남자는 계집에게 운전을 가르쳤다,"[2, 1423, 3318, 3520, 2270, 749, 7483, 5782, 4213, 5782, 3]","[2, 1423, 5760, 980, 7354, 6897, 3520, 7088, 749, 7445, 3]"
남자 여자 운전 방법 가르치다 주다,남자는 여인에게 운전을 가르쳤다,"[2, 1423, 3318, 3520, 2270, 749, 7483, 5782, 4213, 5782, 3]","[2, 1423, 5760, 3298, 7119, 6897, 3520, 7088, 749, 7445, 3]"
남자 여자 운전 방법 가르치다 주다,남자는 여성에게 운전을 가르쳤다,"[2, 1423, 3318, 3520, 2270, 749, 7483, 5782, 4213, 5782, 3]","[2, 1423, 5760, 3312, 6897, 3520, 7088, 749, 7445, 3]"
남자 아기 1 가르치다 10 이해 가능,남자어린애는 하나를 가르치면 열을 알았다,"[2, 1423, 3093, 5561, 529, 749, 7483, 5782, 533, 3752, 737, 3]","[2, 1423, 6855, 6133, 6834, 5760, 4928, 6116, 749, 7483, 6198, 3358, 7088, 3166, 6828, 3]"
남자 아기 1 가르치다 10 이해 가능,남자어린아이는 하나를 가르치면 열을 알았다,"[2, 1423, 3093, 5561, 529, 749, 7483, 5782, 533, 3752, 737, 3]","[2, 1423, 6855, 6133, 6804, 5760, 4928, 6116, 749, 7483, 6198, 3358, 7088, 3166, 6828, 3]"
남자 아기 1 가르치다 10 이해 가능,남자애는 하나를 가르치면 열을 알았다,"[2, 1423, 3093, 5561, 529, 749, 7483, 5782, 533, 3752, 737, 3]","[2, 1423, 6834, 5760, 4928, 6116, 749, 7483, 6198, 3358, 7088, 3166, 6828, 3]"
남자 아기 1 가르치다 10 이해 가능,남자어린이는 하나를 가르치면 열을 알았다,"[2, 1423, 3093, 5561, 529, 749, 7483, 5782, 533, 3752, 737, 3]","[2, 1423, 6855, 6133, 7096, 5760, 4928, 6116, 749, 7483, 6198, 3358, 7088, 3166, 6828, 3]"
나 삶 불행,내 생활은 불행하다,"[2, 1370, 2649, 2485, 7881, 3]","[2, 1434, 2717, 7086, 2485, 7881, 7798, 3]"
보다 부족 답답하다,나 자신이 부족해서 한심했다,"[2, 2368, 2451, 1615, 5801, 7798, 3]","[2, 1370, 3914, 2451, 7850, 4955, 6745, 7869, 3]"
친구 딸 낳다,내 동무가 딸을 낳았어,"[2, 4627, 1840, 1433, 5782, 3]","[2, 1434, 1741, 6228, 5330, 1840, 7088, 1433, 6827, 6855, 3]"
친구 오다 반갑다 만나다 부탁,내 동무가 오는데 반갑게 맞이해줘,"[2, 4627, 3417, 5782, 2207, 5345, 5782, 1933, 5782, 2458, 3]","[2, 1434, 1741, 6228, 5330, 3417, 5761, 2207, 5345, 5400, 1970, 7096, 7848, 7303, 3]"
나 너 -보다 키크다,내가 자네보다 더 커,"[2, 1370, 1457, 524, 6371, 4693, 7565, 5782, 3]","[2, 1435, 3886, 5702, 6371, 1698, 4652, 3]"
너 -보다 나 더 예쁘다,내가 자네보다 이뻐,"[2, 1457, 524, 6371, 1370, 1698, 3403, 5782, 3]","[2, 1435, 3886, 5702, 6371, 3647, 6471, 3]"
저 방 갇히다,제가 방에 갇혔어요.,"[2, 3990, 2267, 517, 5339, 7996, 5782, 3]","[2, 4128, 5330, 2267, 6896, 517, 5339, 7919, 6857, 54, 3]"
싫다 무엇 야채,내가 싫어하는 음식은 채소다,"[2, 517, 6744, 5782, 2095, 6884, 3206, 7405, 3]","[2, 1435, 3059, 7794, 3609, 7086, 4451, 6607, 5782, 3]"
나 가능 일 무엇,제가 할 수 있는 일이 뭐가 있을까,"[2, 1370, 737, 3803, 2095, 6884, 3]","[2, 4128, 5330, 4977, 2872, 3860, 3818, 2145, 5330, 3881, 3]"
나 가능 일 무엇,내가 할 수 있는 작업이 뭐가 있을까,"[2, 1370, 737, 3803, 2095, 6884, 3]","[2, 1435, 4977, 2872, 3860, 3936, 7096, 2145, 5330, 3881, 3]"
나 가능 일 무엇,내가 할 수 있는 노동이 뭐가 있을까,"[2, 1370, 737, 3803, 2095, 6884, 3]","[2, 1435, 4977, 2872, 3860, 1477, 7096, 2145, 5330, 3881, 3]"
내리다 시간 알려주다 ?,내릴 경우 알려드릴까요?,"[2, 1444, 5782, 2962, 3169, 7276, 5782, 633, 3]","[2, 1434, 6135, 968, 3169, 5920, 6135, 5591, 6999, 258, 3]"
내리다 시간 알려주다 ?,내릴 시기 알려드릴까요?,"[2, 1444, 5782, 2962, 3169, 7276, 5782, 633, 3]","[2, 1434, 6135, 2965, 3169, 5920, 6135, 5591, 6999, 258, 3]"
내리다 시간 알려받다,내릴 경우 알려주세요.,"[2, 1444, 5782, 2962, 3169, 6288, 5782, 3]","[2, 1434, 6135, 968, 3169, 7282, 54, 3]"
내리다 시간 알려받다,내릴 시기 알려주세요.,"[2, 1444, 5782, 2962, 3169, 6288, 5782, 3]","[2, 1434, 6135, 2965, 3169, 7282, 54, 3]"
너 저기 남자 친하다 ?,자네 그 남자와 친해?,"[2, 1457, 3990, 5561, 1423, 4626, 7798, 633, 3]","[2, 3886, 5702, 1185, 1423, 6983, 4626, 7848, 258, 3]"
너 저기 남자 친하다 ?,너 그 사나이와 친해?,"[2, 1457, 3990, 5561, 1423, 4626, 7798, 633, 3]","[2, 1457, 1185, 2581, 6983, 4626, 7848, 258, 3]"
너 저기 남자 친하다 ?,너 그 남성과 친해?,"[2, 1457, 3990, 5561, 1423, 4626, 7798, 633, 3]","[2, 1457, 1185, 1419, 5468, 4626, 7848, 258, 3]"
너 때문에 못하다,자네 때문에 못했잖아,"[2, 1457, 1849, 2086, 7798, 3]","[2, 3886, 5702, 1849, 2086, 7864, 7173, 6797, 3]"
너 계속 반복 데려가다 안하다,자네 자꾸 이러면 안 데리고 갈거다,"[2, 1457, 984, 2215, 1706, 6060, 5330, 5782, 3135, 7798, 3]","[2, 3886, 5702, 3886, 5628, 3647, 6037, 6198, 3135, 1706, 6122, 5439, 781, 5377, 5782, 3]"
너 나 피 귀잡다 같다,자네랑 나는 혈액형이 똑같다,"[2, 1457, 1370, 4909, 1174, 7176, 5782, 831, 3]","[2, 3886, 5702, 6022, 1375, 5069, 6835, 7921, 7096, 1865, 5782, 3]"
너 위하다 준비 끝,자네를 위해 준비했어,"[2, 1457, 3552, 7798, 4249, 1363, 3]","[2, 3886, 5702, 6116, 3567, 4249, 7864, 6855, 3]"
너 위하다 준비 끝,너를 위해 채비했어,"[2, 1457, 3552, 7798, 4249, 1363, 3]","[2, 1457, 6116, 3567, 4451, 6441, 7864, 6855, 3]"
너 위하다 준비 끝,너를 위해 장만했어,"[2, 1457, 3552, 7798, 4249, 1363, 3]","[2, 1457, 6116, 3567, 3954, 6150, 7864, 6855, 3]"
너 위하다 준비 끝,너를 위해 마련했어,"[2, 1457, 3552, 7798, 4249, 1363, 3]","[2, 1457, 6116, 3567, 1911, 7864, 6855, 3]"
너무 춥다 옷 두껍다 입다,너무 추워서 의복을 두껍게 입었다,"[2, 1458, 517, 7470, 5782, 3454, 1773, 5608, 5782, 3836, 5782, 3]","[2, 1458, 4541, 7018, 6553, 517, 7095, 6379, 7088, 1773, 5608, 5400, 3836, 6888, 3]"
너무 춥다 옷 두껍다 입다,너무 추워서 의상을 두껍게 입었다,"[2, 1458, 517, 7470, 5782, 3454, 1773, 5608, 5782, 3836, 5782, 3]","[2, 1458, 4541, 7018, 6553, 3630, 7088, 1773, 5608, 5400, 3836, 6888, 3]"
너 -보다 여자 더 마르다,자네보다 그 여자가 더 말랐어,"[2, 1457, 524, 6371, 3318, 1698, 1907, 6113, 5782, 3]","[2, 3886, 5702, 6371, 1185, 3318, 5330, 1698, 1958, 6021, 6855, 3]"
너 -보다 여자 더 마르다,너보다 그 부녀자가 더 말랐어,"[2, 1457, 524, 6371, 3318, 1698, 1907, 6113, 5782, 3]","[2, 1457, 6371, 1185, 2423, 5710, 7148, 1698, 1958, 6021, 6855, 3]"
너 -보다 여자 더 마르다,너보다 그 여성이 더 말랐어,"[2, 1457, 524, 6371, 3318, 1698, 1907, 6113, 5782, 3]","[2, 1457, 6371, 1185, 3312, 7096, 1698, 1958, 6021, 6855, 3]"
나 너 비교 나 빠르다,자네보다 내가 더 빨라,"[2, 1370, 1457, 2518, 1370, 2554, 6113, 5782, 3]","[2, 3886, 5702, 6371, 1435, 1698, 2562, 6003, 3]"
너 마음 궁금,네 사고가 궁금해,"[2, 1457, 1917, 1169, 3]","[2, 1469, 2577, 1169, 7848, 3]"
너 마음 궁금,네 견해가 궁금해,"[2, 1457, 1917, 1169, 3]","[2, 1469, 936, 7848, 5330, 1169, 7848, 3]"
너 마음 궁금,네 의견이 궁금해,"[2, 1457, 1917, 1169, 3]","[2, 1469, 3620, 1169, 7848, 3]"
너 마음 궁금,네 의사가 궁금해,"[2, 1457, 1917, 1169, 3]","[2, 1469, 3629, 5330, 1169, 7848, 3]"
너 오다 그렇다면 감사,너가 와주면 고맙겠구나,"[2, 1457, 3417, 5782, 1185, 6049, 5784, 793, 3]","[2, 1457, 5330, 517, 6983, 7276, 6198, 993, 6163, 5405, 5496, 3]"
너 오다 그렇다면 감사,자네가 와주면 고맙겠구나,"[2, 1457, 3417, 5782, 1185, 6049, 5784, 793, 3]","[2, 3886, 5702, 5330, 517, 6983, 7276, 6198, 993, 6163, 5405, 5496, 3]"
놀다 원하다 많다 놀다,놀고 싶을경우 실컷 놀아라,"[2, 1504, 5782, 3533, 7798, 1951, 1504, 5782, 3]","[2, 1504, 5439, 517, 6751, 7088, 5424, 7005, 3036, 7521, 1504, 6797, 6003, 3]"
누나 동생 심부름 시키다 시장 보내다,누나가 동생을 장에 심부름을 보냈다,"[2, 1526, 5655, 1750, 3060, 6398, 6117, 517, 6722, 5782, 2991, 2363, 5782, 3]","[2, 1526, 5655, 5330, 1750, 7088, 3954, 6896, 3060, 6398, 6117, 7088, 2365, 3]"
누나 동생 심부름 시키다 시장 보내다,누나가 동생을 매점에 심부름을 보냈다,"[2, 1526, 5655, 1750, 3060, 6398, 6117, 517, 6722, 5782, 2991, 2363, 5782, 3]","[2, 1526, 5655, 5330, 1750, 7088, 1986, 7220, 6896, 3060, 6398, 6117, 7088, 2365, 3]"
