dataset,video_num,question_w_q_morph,question,gloss,spoken
KETI-Airport,,,True,핸드폰  충전  네모  비행기  안  가지다  가능,핸드폰 보조 배터리를 기내에 가져갈 수 있나요?
KETI-Airport,,,True,아기  모유  어디  곳,유아 수유실은 어디에 있습니까?
NIA-2020,1977.0,X,True,불편하다,불편하세요?
KETI-Daily,,,False,크다,크다
NIA-2020,1949.0,,True,영수증 필요,영수증 필요하세요?
NIA-2020,1538.0,,False,사거리 다음 도착 차내리다,사거리 지나서 내려주세요.
KETI-Daily,,,False,오늘 사랑 깨지다 위로 부탁,오늘 헤어졌는데 위로해줘
KETI-Airport,,,True,항공  배달  곳,공항 내 택배를 보낼 수 있는 곳이 어디입니까?
KETI-Daily,,,False,위로,위로
NIA-2020,1494.0,,False,병원 다음 차내리다,병원 지나서 내려주세요.
KETI-Airport,,,True,세금  공짜  인터넷  신고  받아오다  곳  어디,면세품 인도장은 어디에 있습니까?
KETI-Daily,,,False,나다,나다
NIA-2020,77.0,,False,여기 신촌 지하철,여기는 신촌역입니다.
NIA-2020,1089.0,,False,카드 불량 안되다,카드 인식이 안되네요.
NIA-2020,1018.0,,True,편의점 무엇,편의점은 어디에 있나요?
NIA-2020,308.0,,True,지하철 정기권 사다 무엇 곳,정기승차권은 어디에서 사나요?
KETI-Daily,,,False,저기 방 안에 사람 있다,저방에 사람이 있어
NIA-2020,1395.0,,True,여의도 찾다 무엇,여의도로 가려면 어떻게 가나요?
NIA-2020,543.0,,True,차 올리다,창문을 닫아드릴까요?
KETI-Airport,,,True,가위  짐  맡기다  가능,가위를 위탁 수하물로 보낼 수 있나요?
NIA-2020,732.0,,False,저기 내리다 맞다,저기서 내려주세요.
NIA-2020,672.0,,True,나사렛 내리다 가다,나사렛대학교로 갈까요?
KETI-Daily,,,False,말하다,말하다
NIA-2020,1577.0,,False,언덕 저기 곳 다음 도착 내리다,언덕 지나서 내려주세요.
NIA-2020,1550.0,,False,대로 다음 여기,큰 길 지나서 내려주세요.
NIA-2020,1584.0,,False,은행 저기 곳 다음 차내리다,은행 지나서 내려주세요.
NIA-2020,1774.0,X,True,알다,아시겠죠?
NIA-2020,225.0,,False,신호등 곳 차내리다,저기 신호등 앞에 세워주세요.
NIA-2020,82.0,,True,여기 송파 지하철 맞다,여기가 송파역인가요?
KETI-Daily,,,False,회사 다니다 -중,회사를 다니고 있어
KETI-Emergency,,,False,112 신고 부탁,112에 신고해주세요.
KETI-Daily,,,False,바쁘다 아니다 만나다,안 바쁘면 만나
NIA-2020,636.0,,True,명동 차내리다,명동역으로 갈까요?
NIA-2020,1015.0,,True,자판기 곳 길,자판기는 어디에 있나요?
NIA-2020,427.0,,False,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,1530.0,,False,119 곳 저기 다음 도착 차내리다,소방서 지나서 내려주세요.
NIA-2020,1106.0,,False,에어컨 고장 사용 안되다,에어컨이 안되네요.
NIA-2020,85.0,,False,여기 기차 되다,여기서 기차를  탈 수 있습니다.
KETI-Daily,,,False,청소 깨끗하다 약속,깨끗하게 청소해라
NIA-2020,251.0,,True,첫차 시간,첫차는 몇 시인가요?
NIA-2020,480.0,,False,카드 다르다 교환하다,다른 카드를 주세요.
KETI-Airport,,,True,항공  목욕  어디  곳,공항 내 샤워실이 어디에 있나요?
NIA-2020,429.0,,False,여기 차내리다 맞다,여기서 내려주세요.
NIA-2020,1500.0,,False,병원 저기 다음 도착 차내리다,병원 지나서 내려주세요.
NIA-2020,318.0,,True,천호 지하철 8호 갈아타다 방법,천호역에서 8호선으로 갈아타려면 어디로 가야하나요?
KETI-Daily,,,False,약속 지키다 중요,약속을 지키는 것은 중요하다
NIA-2020,1543.0,,False,대로 다음 차내리다,큰 길 지나서 내려주세요.
KETI-Daily,,,False,옷 없다 어떻게,입을 옷이 없어 막막해
NIA-2020,1189.0,,False,버스 전 곳 저기 내리다,버스정류장 못가서 내려주세요.
NIA-2020,1512.0,,False,버스 곳 다음 내리다,버스정류장 지나서 내려주세요.
KETI-Airport,,,True,한국  안  다르다  나라  이륙  곳  어디,국제선 출국장이 어디에 있습니까?
NIA-2020,295.0,,False,지하철 문 틈 핸드폰 떨어지다,지하철 틈 사이로 휴대폰이 떨어졌습니다.
NIA-2020,966.0,,False,천안아산역 내리다,천안아산역으로 가주세요.
NIA-2020,743.0,,False,기차 곳 차내리다 맞다,기차역에서 내려주세요.
NIA-2020,663.0,,True,지름길 차내리다 가다,지름길로 갈까요?
NIA-2020,823.0,,True,건너다 내리다,건너편에서 내려드릴까요?
NIA-2020,163.0,,False,핸드폰 번호,휴대폰 번호입니다.
KETI-Daily,,,False,나 자유 느끼다 원하다,자유를 느끼고 싶다
NIA-2020,1724.0,,True,보건소 곳 다음 차내리다,보건소 지나서 내려드릴까요?
NIA-2020,532.0,,False,영수증 받다,영수증을 주세요.
NIA-2020,1913.0,,False,유턴 맞다,유턴 맞습니다.
NIA-2020,453.0,,False,신호등 다음 여기,신호등 지나서 내려주세요.
NIA-2020,1110.0,,False,난방 안되다 사용 불가능,히터가 안되네요.
NIA-2020,1683.0,,True,119 곳 다음 내리다,소방서 지나서 내려드릴까요?
NIA-2020,1916.0,,False,유턴 맞다,유턴 맞습니다.
NIA-2020,886.0,,True,서대문농아인복지관 차내리다,서대문농아인복지관에서 내려드릴까요?
NIA-2020,1394.0,,True,여의도 가다 원하다 무엇,여의도로 가려면 어떻게 가나요?
KETI-Airport,,,True,담배  라이터  비행기  안  가지다  가능,라이터를 기내에 가져갈 수 있나요?
NIA-2020,1166.0,,True,에어컨 고장 사용 안되다,에어컨이 안되나요?
NIA-2020,1790.0,,True,아이 사라지다 실종,아이를 잃어버리셨나요?
NIA-2020,1673.0,,True,버스 곳 다음 내리다,버스정류장 지나서 내려드릴까요?
KETI-Airport,,,True,항공  짐  맡기다  곳  어디,수하물보관소가 어디에 있습니까?
KETI-Airport,,,True,와이파이2  빌리다  어디,와이파이를 어디에서 빌릴 수 있습니까?
KETI-Emergency,,,False,해파리 팔 주사,해파리에게 쏘였어요.
KETI-Airport,,,True,항공  짐  검사  두다  곳,수하물보관소가 어디에 있습니까?
NIA-2020,1261.0,,False,맥도날드 보다 다음 저기 곳 내리다,맥도날드 지나서 내려주세요.
NIA-2020,611.0,,False,고속터미널 내리다 가다,고속버스터미널로 가주세요.
KETI-Airport,,,True,아기  젖병  어디,유아 수유실은 어디에 있습니까?
NIA-2020,1541.0,,False,대로 다음 내리다,큰 길 지나서 내려주세요.
KETI-Airport,,,True,캐리어  무게  어디  곳,캐리어 무게를 재는 곳은 어디인가요?
NIA-2020,1574.0,,False,언덕 저기 곳 다음 차내리다,언덕 지나서 내려주세요.
KETI-Airport,,,True,짐  무게  초과  추가  돈주다  어디,수하물 추가요금은 어디서 내나요?
NIA-2020,910.0,,True,에어컨 켜다,에어컨 좀 켜드릴까요?
KETI-Daily,,,False,너 느리다 때문에 짜증나다,너 너무 느려서 짜증나
KETI-Airport,,,True,와이파이1  빌리다  곳  어디,와이파이를 어디에서 빌릴 수 있습니까?
NIA-2020,1621.0,,True,터널 다음 내리다,터널 지나서 내려드릴까요?
NIA-2020,550.0,,True,좌회전 맞다,좌회전 해드릴까요?
KETI-Emergency,,,False,친구 쉼쉬다 안되다,친구가 숨을 안 쉬는 것 같아요.
NIA-2020,307.0,,False,지하철 정기권 사다 원하다,정기승차권을 사고 싶습니다.
NIA-2020,1485.0,,False,군청 곳 다음 곳,동사무소 지나서 내려주세요.
KETI-Airport,,,True,항공  가다  검사  어디  곳,탑승수속은 어디에서 하나요?
NIA-2020,357.0,,False,조심,조심하세요.
NIA-2020,1634.0,,True,지하철 곳 다음 차내리다,지하철역 지나서 내려드릴까요?
NIA-2020,1236.0,,False,택시 전 저기 도착 내리다,택시정류장 못가서 내려주세요.
KETI-Daily,,,False,쌍둥이 낳다 그렇다면 행복 고생 더 2배,쌍둥이를 낳으면 행복과 고생은 두배이다
KETI-Airport,,,True,은행  곳  어디,은행은 어디에 있습니까?
NIA-2020,238.0,,True,서울역 가다 목적 지하철 번호,서울역에 가려면 몇 호선을 타야하나요?
NIA-2020,1802.0,,True,우산 없다 잃어버리다,우산을 잃어버리셨나요?
KETI-Airport,,,True,지방  버스  곳,시외버스 승강장은 어디에 있습니까?
NIA-2020,802.0,,True,기차 곳 맞다,기차역에서 내려드릴까요?
NIA-2020,635.0,,True,명동 차내리다,명동역으로 갈까요?
NIA-2020,6.0,X,True,여기,이것인가요?
NIA-2020,1266.0,,False,맥도날드 보다 곳 저기 다음 도착 내리다,맥도날드 지나서 내려주세요.
NIA-2020,666.0,,True,지름길 목적 가다,지름길로 갈까요?
KETI-Emergency,,,False,어지럽다 서다 불가능 돌아서다,어지러워서 서있을 수 없어요.
NIA-2020,916.0,,False,난방,히터 좀 켜주세요.
NIA-2020,1157.0,,True,에어컨 사용 안되다 고장,에어컨이 안되나요?
NIA-2020,321.0,,True,지하철 가다 빨리 방법,어떻게 가는 것이 빠른가요?
KETI-Daily,,,False,돈 얼마 물어보다 해보다,얼마인지 한번 물어봐
NIA-2020,1289.0,,False,이마트 곳 저기 다음 내리다,이마트 지나서 내려주세요.
NIA-2020,1219.0,,False,스타벅스 곳 저기 전 저기,스타벅스 못가서 내려주세요.
NIA-2020,541.0,,True,유리 올리다,창문을 닫아드릴까요?
KETI-Daily,,,False,오늘 너 배달 맡다,오늘은 네가 배달을 맡아
KETI-Daily,,,False,날 좋다,날씨가 좋다
KETI-Daily,,,False,방학 시작 심심하다,방학이 시작했는데 심심하다
KETI-Emergency,,,False,아기 갑자기 토하다,아기가 갑자기 토해요.
NIA-2020,805.0,,True,기차 곳 차내리다 맞다,기차역에서 내려드릴까요?
NIA-2020,997.0,,True,엘리베이터 곳곳,엘리베이터는 어디에 있나요?
KETI-Airport,,,True,가방  맡기다  무게  한계  몇,위탁 수하물의 무게 한도는 몇 Kg인가요?
NIA-2020,431.0,,False,여기 내리다 맞다,여기서 내려주세요.
NIA-2020,1985.0,,True,접근 도착 되다,다와가나요?
NIA-2020,1311.0,,False,파리바게트 다음 저기 내리다,파리바게트 지나서 내려주세요.
NIA-2020,1520.0,,False,버스 곳 저기 다음 도착 차내리다,버스정류장 지나서 내려주세요.
NIA-2020,1129.0,,True,자판기 안되다,자판기가 안되나요?
NIA-2020,1367.0,,True,송파 지하철 가다 방법 무엇,송파역으로 가려면 어떻게 가나요?
KETI-Airport,,,True,세금  공짜  인터넷  신고  받아오다  곳,면세품 인도장은 어디에 있습니까?
NIA-2020,668.0,,True,지름길 가다 내리다,지름길로 갈까요?
NIA-2020,1137.0,,True,단말기터치 불량,카드 인식이 안되나요?
KETI-Airport,,,True,다르다  나라  한국  안  착륙  곳,국제선 입국장이 어디에 있습니까?
KETI-Airport,,,True,궁금  또  있다,더 궁금하신 점은 없으신가요?
KETI-Daily,,,False,너무 귀찮다,너무 귀찮다
KETI-Daily,,,False,자유 못하다 가두다 답답하다,자유롭지 못해 답답하다
NIA-2020,50.0,X,True,장애인복지카드,장애인 복지 카드인가요?
KETI-Airport,,,True,표  직접  누르다  곳,셀프체크인은 어디서 가능한가요?
KETI-Emergency,,,False,위 집 불,윗집에 불이 났어요.
NIA-2020,1987.0,,False,빨리 접근 가능,다와갑니다.
NIA-2020,79.0,,False,여기 서울 지하철,여기는 서울역입니다.
KETI-Daily,,,False,시간 지키다 철저하다 중요,시간을 지키는 것은 중요하다
KETI-Daily,,,False,일 많다 혼자 불가능,이 많은 일을 혼자서 맡는건 불가능해
NIA-2020,31.0,,False,원래,원래 그렇습니다.
KETI-Daily,,,False,위로 필요하다,위로해줄까
NIA-2020,1452.0,,True,종로 목적 가다 무엇 방법,종로로 가려면 어떻게 가나요?
NIA-2020,300.0,,False,저기 쓰러지다,저기에 사람이 쓰러져 있어요.
KETI-Airport,,,True,물  병  비행기  안  가지다  가능,물병을 기내에 가져갈 수 있나요?
KETI-Airport,,,True,제주  홍보  곳,제주 홍보관은 어디입니까?
KETI-Daily,,,False,인생 대하여 생각,인생에 대하여 생각하다
NIA-2020,1319.0,,False,파리바게트 다음 저기 곳 내리다,파리바게트 지나서 내려주세요.
NIA-2020,322.0,,False,물건 잃어버리다,물건을 잃어버렸습니다.
KETI-Emergency,,,False,누가 바다 빠지다 헤엄치다,어떤 사람이 바다에 빠졌어요.
NIA-2020,1779.0,,True,가방 실종,가방을 분실하셨나요?
KETI-Daily,,,False,보내다,보내다
KETI-Daily,,,False,어른 만나다 예의 말하다 필요,어른 앞에선 예의있게 말해야 한다
NIA-2020,982.0,,True,따뜻하다 그만,히터를 꺼드릴까요?
NIA-2020,1336.0,,True,3 가다 원하다 길 방법,3번 출구로 나가려면 어떻게 가나요?
KETI-Daily,,,False,걷다 오래 힘들다,오래 걸었더니 힘들다
KETI-Daily,,,False,배고프다 먹다 무엇,배고픈데 뭐 먹을까
KETI-Daily,,,False,형 책 필요 동생 시키다 책 장소 보내다,형은 책을 사오라고 동생을 서점에 보냈다
NIA-2020,1250.0,,False,맥도날드 보다 곳 다음 차내리다,맥도날드 지나서 내려주세요.
KETI-Airport,,,True,세금  되돌리다  돈받다  곳,세금환급tax refund 을 어디서 받나요?
NIA-2020,183.0,,False,실수하다,실수입니다.
KETI-Daily,,,False,능력 부족,실력이 부족하다
KETI-Airport,,,True,동사무소  네모  프린트  곳  어디,등본 발급은 어디에서 받을 수 있습니까?
NIA-2020,1624.0,,True,터널 다음 차내리다,터널 지나서 내려드릴까요?
KETI-Daily,,,False,걱정 하지마 나 너 돕다 주다,걱정하지마 내가 도와줄게
NIA-2020,474.0,,False,안전벨트,안전벨트를 매주세요.
NIA-2020,508.0,,False,차 유리 올리다,창문 좀 닫겠습니다.
NIA-2020,1998.0,,False,보청기 찾다 실종,보청기를 잃어버렸습니다.
NIA-2020,478.0,,False,꼿다,안전벨트를 매주세요.
KETI-Daily,,,False,매일 씻다 너무 귀찮다,매일 씻는게 귀찮다
NIA-2020,1008.0,,True,은행 길 곳,은행은 어디에 있나요?
NIA-2020,381.0,,True,도착 시간 딱,제시간에 도착하나요?
KETI-Daily,,,False,빨리 오다,빨리 와
KETI-Daily,,,False,시간 지키다 필요,시간을 지켜야 한다
NIA-2020,827.0,,True,건너다 차두다,건너편에서 내려드릴까요?
KETI-Airport,,,True,담배  곳  어디,흡연실은 어디에 있습니까?
KETI-Daily,,,False,닭 먹다 원하다,치킨 먹고 싶어
NIA-2020,619.0,,False,고속터미널 가다 내리다,고속버스터미널로 가주세요.
NIA-2020,697.0,,False,아파트 안 가다,아파트 단지 안으로 가주세요.
KETI-Emergency,,,False,바다 가깝다 곳 상어 오다,해안가에 상어가 나타났어요.
NIA-2020,733.0,,False,저기 차내리다 맞다,저기서 내려주세요.
NIA-2020,1898.0,,False,핸드폰 사라지다 실종,휴대폰을 잃어버렸습니다.
KETI-Airport,,,True,먹다  어디,식당은 어디에 있습니까?
NIA-2020,491.0,,False,단말기터치 다시,카드를 다시 대세요.
NIA-2020,1655.0,,True,병원 다음 차내리다,병원 지나서 내려드릴까요?
KETI-Daily,,,False,사람 모두 기쁘다 나 만나다,모두들 나를 기쁘게 맞아 주었다
NIA-2020,345.0,,False,지하철 안 냄새,객실에서 불쾌한 냄새가 납니다.
KETI-Daily,,,False,자유,자유
NIA-2020,776.0,,False,시청 차두다,시청으로 가주세요.
NIA-2020,333.0,,True,첫차 시간,첫차는 몇 시인가요?
NIA-2020,1220.0,,False,스타벅스 전 곳 내리다,스타벅스 못가서 내려주세요.
NIA-2020,951.0,,False,서대문농아인복지관 곳,서대문농아인복지관으로 가주세요.
KETI-Daily,,,False,아프다 원인 병원 입원,아파서 병원에 입원했다
NIA-2020,1749.0,,True,은행 저기 곳 다음 도착 차내리다,은행 지나서 내려드릴까요?
KETI-Daily,,,False,가능,가능
NIA-2020,605.0,,False,서울역 도착 가다,서울역으로 가주세요.
KETI-Daily,,,False,물어보다,물어보다
KETI-Daily,,,False,좋다 일 있다 아마,좋은 일이 있을거야
NIA-2020,1388.0,,True,여의도 찾다 방법,여의도로 가려면 어떻게 가나요?
NIA-2020,1222.0,,False,스타벅스 전 곳 차내리다,스타벅스 못가서 내려주세요.
NIA-2020,661.0,,True,지름길 내리다 가다,지름길로 갈까요?
KETI-Daily,,,False,엄마 잔소리 때문에 기분 별로,엄마가 잔소리해서 기분이 별로야
